YEAR	CODE	CHANGE	TENTURE	ROE	MEDIA	S0	AGE	INDUSTRY	ASSET	ROA	RETURN	DEBTRATIO	S1	S12	BOARDSIZE	CEOSTOCK	CONTROL
2002	635	1	1.75	-60.3754	0	7.40518826	50	C	540265506.9	-12.1621	-0.274978648	81.6695	39.77	33.83	9	0.00004539	1
2003	635	1	1.5	22.0342	0	6.930306576	54	C	660286475	7.0866	0.295996296	72.0632	29.87	21.72	9	0	1
1999	637	0	3.5	16.892	1	7.87401293	52	C	554840104.7	15.9464	0.897764356	17.4853	48.59	32.42	11	0.000013467	1
2000	637	0	4.5	10.5247	1	7.834241698	53	C	563805946.3	14.1414	0.665153204	12.6648	46.97	29.18	11	0.000013467	1
2001	637	0	5.5	11.624	1	7.834379041	54	C	588234993.7	13.4651	0.028689894	10.2616	46.97	29.17	11	0.000013467	1
2002	637	1	6.5	11.6827	1	7.834068973	55	C	696927788.7	14.1162	-0.097551299	19.8636	46.97	29.17	8	0.000013465	0
2003	637	0	1.2	11.7212	1	7.299831218	54	C	1110627823	11.5412	-0.037365069	36.5359	29.5	11.7	9	0.000013469	0
2004	637	1	2.2	3.2708	1	7.299871418	55	C	1348680335	1.9774	-0.174440281	49.9866	29.5	11.7	9	0.000013466	0
2004	650	0	1.9	-33.951	0	8.414165331	36	C	600725982	-8.6744	-0.709050396	71.8599	67.16	66.99	9	0	1
2005	650	1	2.9	-120.3577	0	8.414236407	38	C	455999023.4	-22.1997	-0.0282655	89.7184	67.16	66.79	9	0	1
1999	651	0	3	22.7334	2	8.055874935	59	C	3423855391	7.6407	0.325380744	68.2717	55.35	46.12	5	0.000159902	0
2000	651	1	4	19.0503	2	7.863939036	60	C	5785824936	5.7913	0.115583625	71.4875	50.28	41.9	5	0.000188848	0
1999	652	0	0	35.6892	1.5	7.503299609	46	F	742250762.8	28.0062	0.743211279	22.9446	42.47	40.56	7	0.000063359	1
2000	652	0	1	23.232	1.5	7.502228428	47	F	1284403616	16.3373	-0.084698653	47.8645	42.47	40.57	6	0.000063359	1
2001	652	0	2	12.2654	1.5	7.314267972	48	F	2568033801	8.8932	-0.126375314	48.8242	38.63	36.6	6	0.000156388	1
2002	652	0	3	7.3551	1.5	7.311846978	49	F	2595872623	6.8548	0.197491295	45.4521	38.63	37.23	9	0.000200347	1
2003	652	0	4	6.5763	1.5	7.311846978	50	F	5647670872	4.4563	0.113475416	72.6369	38.63	37.23	9	0.000220328	1
2004	652	0	5	6.2246	2.5	7.311884629	51	F	4201763112	4.1457	-0.511483357	61.626	38.63	37.21	9	0.000238355	1
2005	652	0	6	5.6024	2.5	6.831499201	52	F	4486142358	4.6806	0.186568243	62.7532	30.36	28.96	9	0.000309861	1
2002	656	0	1.75	1.1725	0	7.212645292	29	C	703091345.2	0.4262	-0.073081369	58.5994	28.46	6.56	9	0	0
2003	656	0	2.75	0.9589	0	7.212968062	30	C	513498411.5	1.5379	-0.271115492	26.7902	28.46	6.56	9	0	0
2004	656	1	3.75	-5.0713	0	7.212645292	31	C	502110880	-3.8266	-0.602606002	15.9567	28.46	6.56	9	0	0
1999	656	0	1	-6.9513	0	7.638830126	39	C	480143114.2	-3.7146	0.4380139	38.6763	35	5.81	7	0	1
2000	656	0	2	0.8096	0	7.572273483	39	C	702137037	1.1818	0.101105471	58.5419	35	8.24	7	0	1
2001	656	1	3	-5.6153	0	7.358431264	40	C	705601748.9	-1.2898	-0.299298712	58.9702	28.46	1.7	7	0	0
1999	657	1	1.5	13.2316	0	6.958544586	43	C	881617876.9	8.9386	0.432798276	45.2466	31.25	25.86	9	0	1
2002	657	0	0.5	6.4707	0	6.401720826	57	C	995420297.8	6.0002	-0.25797743	44.3798	18.54	3.57	11	0	1
2003	657	1	1.5	5.8342	0	6.826853636	58	C	1078359093	6.2703	-0.147965012	45.6351	25.85	10.88	11	0	0
2005	657	1	2.1	0.5612	0	6.933218619	32	C	1292555959	1.721	2.070350337	43.1399	27.78	12.81	9	0	0
2004	657	1	0.35	3.5301	0	6.933218619	48	C	1318676999	3.5739	-0.46654547	44.3289	27.78	12.81	9	0	0
2000	657	0	1.75	7.5902	1	7.236806548	57	C	927481384.8	6.0112	0.030335436	44.1523	36.64	32.79	12	0	1
2001	657	1	2.75	6.3982	1	7.234916517	58	C	1016385566	5.7638	-0.208804851	48.7163	36.64	32.79	13	0	1
1999	661	0	1	1.9963	0	8.099396997	44	C	1345928296	3.6754	0.374347367	41.4333	57.36	56.11	9	0.000016272	1
2000	661	1	2	5.2972	0	7.093987512	44	C	1185921699	4.9977	0.255388678	48.9122	34.63	32.71	9	0.000024945	1
2001	661	0	0	0.9296	0	7.093987512	47	C	1261718550	3.6938	-0.345844136	54.1435	34.63	32.71	7	0	1
2002	661	0	1	1.616	0	7.093987512	49	C	1236384939	4.3439	-0.197386028	53.0747	34.63	32.71	9	0	1
2003	661	0	2	-26.7914	0	7.093987512	50	C	1551106402	-5.7937	-0.363932539	71.2128	34.63	32.71	9	0	1
2004	661	0	3	2.1039	0	7.093987512	51	C	1394014328	2.2307	-0.287966408	70.122	34.63	32.71	8	0	1
2005	661	0	4	-18.1913	0	7.093987512	52	C	1413780048	-1.6319	-0.220831385	70.4247	34.63	32.71	9	0	1
2000	662	1	2.75	-93.3554	0	6.838378298	44	M	306141703.3	-20.0124	0.398901754	76.6839	19.83	0.23	9	0.000014001	1
1999	662	1	2.5	-20.5221	0.5	6.838557922	54	M	340108102	-5.1138	0.479497719	57.3553	19.83	0.23	8	0	1
2001	662	0	0	25.7952	0	6.558499176	46	M	415016286.4	7.6827	-0.058367754	54.7373	17.9	5.26	9	0	1
2002	662	0	1	20.2761	0	6.558499176	47	M	457473721.8	11.501	-0.136785293	49.9873	17.9	5.26	9	0	1
2003	662	0	2	33.4251	0	7.095939699	48	M	603825435.6	14.5944	0.265547273	51.1311	28.5	10.6	9	0	0
2004	662	0	3	26.7558	0	7.095939699	49	M	761295892.8	11.6371	0.165616645	52.4333	28.5	10.6	9	0	0
2005	662	0	4	22.9759	0	6.623058612	50	M	788603198	10.1044	-0.333622482	45.9787	22.09	8.22	6	0	0
1999	663	1	2.5	13.3981	0	7.460039399	56	A	881094996.7	8.6039	0.345580489	45.4729	38.8	27.66	9	0.000169309	1
2000	663	0	0	2.7575	0	7.437577087	37	A	957469416.3	3.4475	0.049191066	52.06	38.8	27.66	9	0	1
2001	663	0	1	2.1326	0	7.437577087	39	A	857282903.3	3.2074	-0.305186547	62.2743	38.8	27.66	8	0	1
2002	663	0	2	3.8963	0	7.437577087	40	A	773405168.5	3.8947	-0.267221206	56.4284	38.8	27.66	7	0	1
2003	663	0	3	5.2096	0	7.437577087	40	A	828540438.2	3.8446	-0.158279727	57.2454	38.8	27.66	8	0	1
2004	663	0	4	0.9819	0	7.437577087	41	A	860007612.8	2.0786	-0.528528604	59.5473	38.8	27.66	9	0	1
2005	663	0	5	1.3603	0	7.437577087	42	A	994167561.8	2.259	0.350724981	64.4685	38.8	27.66	10	0	1
1999	665	0	4.25	10.3331	2	7.218540262	50	C	616248991.2	7.9928	0.653690715	47.4358	33.2	23.69	10	0.000108199	1
2000	665	0	5.25	7.9128	2	7.048024919	51	C	762573877.5	8.0693	0.114955994	35.8314	30.49	21.76	11	0.000129141	1
2001	665	0	6.25	7.148	2	7.048024919	52	C	780786765.5	7.7263	-0.253202419	37.0236	30.49	21.76	11	0.000129141	1
2002	665	0	7.25	0.3582	2	6.673618523	53	C	785872492.9	3.6589	-0.337549301	45.1935	22.7	13.97	11	0.000129141	1
2003	665	0	8.25	-41.2364	2	6.673618523	54	C	873255995.3	-12.9685	-0.241747203	64.9782	22.7	13.97	11	0.000129141	1
2004	665	1	9.25	1.0798	2	6.673618523	55	C	705678625.1	2.6277	-0.464847988	56.9511	22.7	13.97	11	0.000129141	1
2005	665	1	0.5	-132.5489	0	6.673618523	41	C	545680189	-28.1276	-0.236924851	82.458	22.7	13.97	11	0	1
2001	666	1	0.8	5.7107	0	7.694536417	51	C	4012055720	3.8897	-0.173463618	44.7948	36.44	6.98	13	0	1
2000	666	1	3	9.0669	0	7.689814625	59	C	3673565072	5.8146	-0.128804139	41.8537	36.44	7.18	13	0	1
2002	666	0	1.8	6.1922	0	7.693012935	41	C	4774180070	4.2429	-0.205724283	51.3617	36.44	7.05	13	0	1
2003	666	0	2.8	6.8531	0	7.69729687	42	C	5511656816	4.2205	-0.0002988	53.0974	36.44	6.87	12	0	1
2004	666	1	3.8	6.1023	1	7.698077581	43	C	5133567951	3.5582	-0.466068347	47.4353	36.44	6.84	13	0	1
2002	667	0	0	10.5428	0	8.609495944	45	J	815537229.2	10.1352	-0.264925275	43.0516	74.05	73.9	9	0	0
2003	667	0	1	11.7091	1	7.529118715	46	J	1086653498	10.1414	-0.231045058	50.741	29.38	6.35	9	0	0
2004	667	0	2	13.5777	1	7.529117157	47	J	1195873077	11.7106	-0.228980302	49.9499	29.38	6.35	9	0	0
2005	667	0	3	15.7489	1	7.529207835	49	J	1075305190	13.6942	0.210691415	48.2573	29.38	6.35	9	0	0
1999	667	0	0.8	1.8036	0	8.609561776	51	J	578676725.4	1.6382	-0.312538648	14.922	74.05	73.71	6	0.000228545	1
2000	667	0	1.8	0.6036	0	8.609534003	52	J	679209557.4	1.6437	0.281547924	27.8172	74.05	73.71	7	0.000228545	1
2001	667	1	2.8	0.5581	0	8.609506102	53	J	615154892.4	1.0932	-0.071034223	21.1022	74.05	73.77	7	0.000228545	1
2002	668	0	0	6.81	1	7.741440753	54	J	986895937.9	5.4767	-0.016891486	65.7161	46.25	34.23	13	0	1
2003	668	0	1	8.92	1	7.736789338	55	J	887496285.2	7.1276	-0.166978238	59.5284	46.25	34.23	12	6.81E-06	1
2004	668	0	2	9.2226	1	7.739044961	56	J	723824556	7.7067	-0.30449385	47.7011	46.25	34.23	12	6.81E-06	1
2005	668	0	3	7.0963	1	7.736781802	57	J	639116760.5	7.584	0.201387086	38.2326	46.25	34.23	12	6.81E-06	1
2000	668	0	1.45	14.5413	0	7.949513296	44	J	895841026.1	7.6132	-0.091325702	60.1778	51.79	39.77	13	0	1
2001	668	1	2.45	5.1629	1	7.741379929	45	J	992796752.6	4.2708	-0.262335715	66.8847	46.25	34.23	13	0	1
1999	668	1	0.75	13.747	0	7.94964567	48	J	653789497.4	10.3074	1.68635909	51.8541	51.79	39.77	13	0	1
2003	669	0	0	1.1536	0	7.305698233	38	G	248167944	1.5151	-0.212047732	60.1496	30.99	9.75	9	0	0
2004	669	0	1	1.5777	0	7.176291076	39	G	260085485.9	2.3002	-0.459840796	60.2179	27.74	6.5	9	0	0
2005	669	0	2	2.5411	0	7.176291076	40	G	272976415.6	1.7411	0.291342156	60.2265	27.74	6.5	10	0	0
2001	669	0	0.5	8.465	0	7.252586978	39	G	143839290.6	6.0118	-0.213003422	47.7797	30.99	14.77	6	0	0
2002	669	1	1.5	4.4653	0	7.18967659	40	G	145771891.4	3.6725	-0.322651074	46.1186	30.99	14.77	7	0	0
2000	669	1	1	12.6242	0	7.523854933	48	G	138755696.5	6.8126	-0.158253389	47.8365	30.99	1.2	5	0	0
1999	669	1	1.5	91.7129	0	7.25960693	36	G	127127408.7	12.2832	0.570516511	50.5192	30.99	13.49	7	0	0
2002	671	0	0	-1.1688	0	6.949608294	34	M	620907900.3	2.7314	-0.372374187	57.5437	27.71	13.4	11	0	0
2003	671	0	1	2.6772	0	6.936306681	35	M	593115895.6	1.9732	-0.069953534	59.4492	27.71	13.4	10	0	0
2004	671	0	2	8.155	0	7.16338329	36	M	636100505.2	6.5058	-0.314733638	50.0168	27.71	6.53	11	0	0
2005	671	0	3	4.8854	0	7.16338329	37	M	658369199.5	4.0913	-0.069654905	44.9998	27.71	6.53	11	0	0
1999	671	0	5.5	8.6601	1	6.959960842	65	M	220560910.2	6.3629	0.795785277	27.4857	27.71	13.4	11	0	0
2000	671	0	6.5	11.7761	1	6.956948314	66	M	276694169.7	10.4319	0.203401779	29.5428	27.71	13.4	11	0	0
2001	671	1	7.5	1.6011	1	6.949608294	67	M	287042276.3	2.8055	-0.214190806	35.7742	27.71	13.4	9	0	0
2001	672	1	1	4.4255	0	7.118431596	33	H	777657270.5	4.8482	-0.26390057	64.8663	25.96	2.65	17	0	1
1999	672	0	1.1	12.9661	0	7.160266624	35	H	300786325.6	9.4091	1.383393042	62.4263	26.1	2.1	17	0	1
2002	672	0	1	-21.8956	0	7.114338949	47	H	397335178.3	-8.2815	-0.495465943	41.422	25.96	2.66	9	0	1
2003	672	0	2	0.4869	0	7.112433552	48	H	404936800.7	2.8482	0.021794267	37.477	25.96	2.66	9	0	1
2004	672	1	3	-57.5908	0	7.112433552	49	H	421599427.8	-26.7449	-0.602384252	62.1661	25.96	2.66	9	0	1
2005	672	1	1.2	-156.1837	0	7.112433552	43	H	234248808	-33.4287	-0.201067285	88.0663	25.96	2.66	9	0	1
2003	673	0	1.1	0.7847	0	8.513781418	47	C	460799877.8	3.046	-0.173593728	34.2323	70.59	70.49	9	0	1
2004	673	0	2.1	0.3225	0	8.513787619	50	C	490903501.9	3.3223	-0.502538037	38.848	70.59	70.43	9	0	1
2005	673	1	3.1	-59.3203	0	8.513783525	51	C	388122934.6	-29.6973	-0.13962624	58.0403	70.59	70.49	8	0	1
1999	673	0	3	16.0988	0	8.514314572	48	C	465959917	13.9648	1.11380599	31.1874	70.59	69.63	9	0.000029412	1
2000	673	1	4	10.2892	0	8.513798315	49	C	481670700.5	10.2198	-0.169955566	32.266	70.59	70.37	9	0.000029412	1
2001	673	0	0.4	5.1959	0	8.513789586	37	C	415335602.6	5.7646	-0.221349182	30.1966	70.59	70.4	9	0.000029412	1
2002	673	1	1.4	4.6631	0	8.513782542	38	C	473138964.3	6.494	-0.259941392	36.4482	70.59	70.49	8	0.000029412	1
2002	676	0	4	10.7459	0	8.112988958	50	C	872452270.4	8.7921	-0.314025633	52.2781	57.4	52.4	5	0.000099432	0
1999	676	0	5	10.5125	0	8.407600131	48	C	324493595.9	9.1446	0.671858522	34.3231	66.72	62.69	5	0.000090141	0
2003	676	0	5	7.9657	0	8.113178511	52	C	1029660678	6.9225	0.020272332	55.7055	57.4	52.4	5	0.000099432	0
2000	676	1	6	12.9832	0	8.353455096	49	C	367234109.7	11.389	0.426784975	33.5301	65	61.04	5	0.000090141	0
2004	676	1	6	7.3936	0	8.112988958	53	C	1351131879	6.4569	-0.077554373	64.0007	57.4	52.4	5	0.000099432	0
1999	677	0	1.3	10.8007	0	7.828421943	56	C	469763040.3	11.472	0.171509724	45.5584	41.69	13.89	12	0	1
2000	677	0	2.3	13.8492	0	7.82843612	57	C	663312858.3	9.5239	0.294749609	55.7071	41.69	13.89	11	0	1
2001	677	1	3.3	10.5085	0	7.828482515	59	C	1053834143	6.0123	-0.214687254	69.8369	41.69	13.89	11	0	1
1999	678	0	3.9	5.8353	1	7.266771131	56	C	914335072.2	4.3802	0.101181059	51.4915	37.68	34.91	15	0.000068357	1
2000	678	0	4.9	-11.4046	1	7.025117337	57	C	971788267.2	-4.9715	0.340287176	44.3166	33.4	31.02	14	0.000058829	1
2001	678	1	5.9	-19.576	1	7.025117337	58	C	811279731.9	-9.0031	-0.390515925	50.7279	33.4	31.02	8	0.000058829	1
2002	678	0	1	-23.1104	0	7.028071016	39	C	756243864.4	-8.5282	-0.374450148	57.7084	33.4	31.02	5	0	1
2003	678	1	2	2.3848	0	7.026558772	40	C	692879806.8	2.9301	-0.019932777	51.2462	33.4	31.41	5	0	1
2000	679	0	0.9	8.1172	0	7.998319771	47	H	1357614089	5.7917	-0.130935066	49.1941	54.55	54.28	10	0	1
2001	679	0	1.9	9.2931	0	7.998331465	48	H	1302945553	6.5981	-0.229827896	44.5292	54.55	54.18	11	0	1
2002	679	0	2.9	4.7921	0	7.998314092	48	H	1480793434	5.2744	-0.220862676	50.0174	54.55	54.18	8	0.000227273	1
2003	679	0	3.9	-1.5328	0	7.998281866	49	H	2038015205	0.558	-0.202680671	64.107	54.55	54.3	9	0.000227273	1
2004	679	1	4.9	4.6346	0	7.998368729	50	H	2457944619	4.2841	-0.306768622	68.6306	54.55	53.98	9	0.000227273	1
1999	679	1	3	10.4655	0	7.998541558	64	H	1213822268	7.124	1.420631928	41.6911	54.55	53.9	10	0	1
1999	680	0	1.5	2.8769	0	7.112928242	43	C	1305769860	3.7236	0.336114601	48.8606	35.02	34.05	12	5.79E-06	1
2000	680	1	2.5	2.774	0	7.1121487	44	C	1318757831	3.7549	0.405944084	57.0985	35.02	34.69	12	0	1
2001	682	0	0	6.459	0	6.949317	47	G	1819063203	0.0905	-0.602113589	69.4556	32.21	30.01	13	0.000805271	1
2002	682	0	0.5	-75.0747	0	6.949250231	48	G	1525484923	-17.674	-0.52651976	85.6499	32.21	30.01	13	0	1
2003	682	0	1.5	1.4136	0	6.94925522	49	G	1435166731	0.4567	0.404686511	13.1534	32.21	30.01	9	0	1
2004	682	0	2.5	0.9263	0	6.949325346	50	G	1510664008	1.0616	-0.492529197	16.015	32.21	30.01	9	0	1
2005	682	1	3.5	1.1755	0	6.949257138	51	G	1556496962	1.1044	-0.025519092	15.5811	32.21	30.01	9	0	1
1999	682	0	3.5	40.1068	2	6.966140595	58	G	1291517428	38.9528	2.008726652	13.8105	32.21	29.22	11	0.000805271	1
2000	682	1	4.5	37.7954	2.5	6.96939012	59	G	1847906906	34.8034	-0.143456029	24.0922	32.21	29.22	13	0.000805271	1
1999	683	1	3	2.3663	0	8.316836047	60	C	2045062197	3.1498	0.187547391	55.2779	63.97	63.87	13	0	1
2000	683	0	1.8	2.2011	0	8.316831037	44	C	2234693508	3.1659	0.244268571	54.712	63.97	63.9	9	0	1
2001	683	1	2.8	-16.2095	0	8.316831526	45	C	2471632259	-3.0181	-0.295249905	70.8947	63.97	63.9	9	0.000016631	1
2000	685	0	1.5	7.2613	0	7.352892088	36	K	388008057.7	4.8799	0.06493435	25.8333	38.93	33.86	7	0	1
2001	685	1	2.5	6.478	0	7.351665222	37	K	404769368.8	7.0767	-0.008452387	23.6552	38.93	33.86	8	0	1
2002	685	0	0.7	4.917	0	7.342657629	36	K	422604381.2	6.0202	0.474948522	24.7869	38.93	35.09	7	0	1
2003	685	1	1.7	3.0154	0	7.341231585	37	K	409268327.3	5.1698	-0.555146139	17.6728	38.93	35.09	9	0	1
1999	685	1	3.9	2.7333	0	7.347252084	58	K	708737930.2	0.8819	1.92957239	60.8752	38.93	33.86	11	0.000133333	1
2004	685	0	0	3.532	0	7.340388178	43	K	381704284.8	5.0498	-0.525526309	12.5639	38.93	35.09	9	0	1
2005	685	0	1	3.6231	0	7.340388178	44	K	372011925.8	6.0105	0.289792605	8.5929	38.93	35.09	8	0	1
1999	687	0	2.5	9.0782	0	8.623752894	37	C	1111280751	9.6944	0.166064686	9.1534	74.58	74.44	9	0.00001091	1
2000	687	0	3.5	3.1109	0	8.485531922	38	C	1327243468	3.8842	0.238391651	20.5537	69.6	69.53	9	0.000014183	1
2001	687	1	4.5	2.3684	0	8.485532851	39	C	1304730800	2.1698	-0.279925362	24.757	69.6	69.51	9	0.000014183	1
1999	691	0	1.2	7.2706	0	6.888635047	50	M	859493052.2	4.7025	0.551329023	24.2655	30.58	26.58	7	0	1
2000	691	1	2.2	0.4154	0	6.8884121	51	M	857921063.1	0.2038	0.106110385	24.0289	30.58	26.57	7	0	1
2001	691	0	0	0.8998	0	6.692360503	38	M	810860648.4	1.0362	-0.263243379	22.043	27.48	23.47	9	0	0
2002	691	0	1	0.2265	0	6.692360503	39	M	869826162.6	0.6958	-0.329651195	26.5248	27.48	23.47	9	0	0
2003	691	0	2	-22.3608	0	6.692360503	40	M	846856121.3	-14.5027	-0.259897451	38.961	27.48	23.47	9	0	0
2004	691	0	3	-11.6593	-1	6.692360503	41	M	756136813.5	-5.2891	-0.643977626	39.4552	27.48	23.47	9	0	0
2005	691	0	4	2.7556	-1	6.692360503	42	M	838445734.5	3.7237	0.53885342	43.8207	27.48	23.47	9	0	0
1999	692	0	1.9	11.7977	1	8.267368493	50	D	1371029893	8.777	0.185220056	41.8875	62.4	61.86	13	0	1
2000	692	0	2.9	11.5118	1	8.231614213	51	D	1626619767	7.9389	0.074065531	49.2966	61.3	60.87	9	0	1
2001	692	1	3.9	5.0773	1	8.048975199	52	D	2137262134	3.9746	-0.262466847	47.1185	55.95	55.62	9	0	1
2002	692	0	0	1.3462	0	8.048971494	48	D	1920047443	1.5334	-0.31935936	41.1813	55.95	55.62	8	0.000010037	1
2003	692	0	1	2.2383	0	8.048949357	49	D	2069533739	2.0166	-0.010947083	50.0955	55.95	55.71	9	0.000010037	1
2004	692	0	2	1.2623	0	8.048949549	50	D	2213004885	1.6121	-0.579079002	52.7745	55.95	55.72	9	0.000010037	1
2005	692	0	3	-9.8327	0	8.048937729	51	D	2448225539	-3.0391	0.071709282	61.2676	55.95	55.81	9	0.000010037	1
1999	695	1	4.25	9.712	1	8.00551397	58	C	653666992.2	7.4522	0.27588395	61.6024	54.73	53.82	9	0.00001811	1
2000	695	0	0.8	7.6036	1	7.869038726	46	C	916819024.6	6.3349	0.770676998	56.1788	50.99	47.45	9	0.000021301	1
2001	695	1	1.8	-7.554	1	7.871465179	47	C	894091625.6	-0.5881	-0.259087124	58.3694	51	47.21	9	0.000021301	1
2002	695	0	0	-22.4235	0	7.87959984	48	C	784724765	-5.8318	-0.429476525	62.061	51	46.05	9	0	1
2003	695	0	1	-8.4197	0	7.870584881	49	C	741002142.8	-0.3331	-0.065949289	63.0556	51	47.52	9	0	1
2004	695	0	2	4.8557	0	7.864312331	50	C	662476266.4	3.9528	-0.396588392	49.9798	51	50.18	9	0	1
2005	695	0	3	9.3804	0	7.407090197	51	C	800003311.4	6.7254	0.387654789	54.3278	40.57	39.75	9	0	1
1999	697	0	1.75	13.7814	1	7.705824344	47	C	1033056818	9.1836	0.384891423	28.5307	40	15.6	7	0.000024133	1
2000	697	0	2.75	9.5014	1	7.694403641	48	C	1226621797	7.3766	-0.232888578	35.0379	39.99	15.59	7	0.000024133	1
2001	697	1	3.75	1.5882	1	7.693766331	49	C	1055491094	1.1956	-0.410343811	28.2397	39.99	15.59	9	0.000024133	1
2002	698	1	0.8	-0.9732	0	7.708433029	54	C	2763151285	1.4931	-0.132941562	40.941	46.66	40.01	9	0	1
2003	698	1	1	2.9692	0	7.708415786	50	C	3232755651	3.7255	0.07058529	47.4378	46.66	40.01	9	0	1
2000	698	0	0.8	13.7053	0	7.803158294	56	C	3096507174	9.3504	0.482283584	45.1463	49.03	42.38	9	0.00001892	1
2001	698	1	1.8	3.0648	0	7.708432715	57	C	3151142064	3.371	-0.31952485	46.8427	46.66	40.01	9	0.00001892	1
1999	698	1	3	9.1477	1	7.287763014	51	C	3139214565	5.7949	0.298063129	51.9114	34.88	20.73	9	9.85E-06	1
2004	698	0	0	3.0387	0	7.708463203	42	C	3071094421	4.1812	-0.500058982	50.1623	46.66	40.01	9	0.000019649	1
2005	698	0	1	4.1277	0	7.711746588	43	C	3427726631	4.0717	1.017458718	57.554	46.66	40.01	9	0.000019649	1
2000	700	1	1.3	13.1401	0	8.470039653	57	C	646859793.5	13.2501	0.128231243	32.4627	69.06	68.49	7	0	0
2001	700	0	1	14.3892	0	8.470022566	37	C	756517820.1	11.3842	0.040912066	39.4107	69.06	68.58	7	0	0
2002	700	0	2	9.7414	1	8.04130151	38	C	1218911579	10.3288	-0.146070295	29.0299	55.65	53.87	7	0	0
2003	700	0	3	8.8927	1	8.038769896	39	C	1615748928	8.1362	-0.138796572	41.7214	55.65	54.74	6	0	0
2004	700	0	4	6.4224	1	8.038406786	40	C	1726854618	4.3223	-0.496426165	46.875	55.65	54.82	6	0	0
2005	700	1	5	1.0722	1	8.038206099	41	C	1991506700	1.9245	0.147778362	55.9574	55.65	55.4	6	0	0
1999	703	1	2.3	9.5562	-1	6.508482509	58	G	364735247.7	12.2725	0.2703318	26.1103	24.17	17.06	8	0	1
2000	703	0	1	9.3524	0	6.81009912	38	G	534257754.1	9.4193	0.209002478	43.743	28.68	21.57	9	0	1
2001	703	0	2	6.4988	1	6.81009912	39	G	717798495.2	6.5565	-0.264719359	55.4536	28.68	21.57	9	0	1
2002	703	0	3	3.3853	1	6.81009912	40	G	896637750.4	4.4972	-0.349520047	62.9063	28.68	21.57	9	0	1
2003	703	0	4	-11.3216	1	6.81009912	41	G	556092613.5	-1.7246	-0.157849375	59.1635	28.68	21.57	9	0	1
2004	703	0	5	4.0646	1	6.81009912	41	G	493479777.8	4.0809	-0.540297956	50.2863	28.68	21.57	9	0	1
2005	703	1	6	-9.6515	-1	6.808686484	42	G	644695864.8	-1.3801	0.060494473	61.777	28.68	21.57	9	0	1
1999	707	1	3.5	6.2898	0	7.353535373	53	C	1576420480	5.8612	0.572352421	23.0927	39.23	35.8	13	0.000038493	1
2005	708	1	1	8.7073	0	7.440614628	56	C	3173131050	3.8809	0.788743094	69.4788	29.95	1.77	11	0	0
1999	708	1	2.5	1.6842	1	8.114145429	49	C	3322973825	3.0246	0.074930048	52.9107	57.76	55.98	11	0.000012176	1
2000	708	0	0.5	0.8764	0	8.113911877	46	C	3824058417	1.9142	0.282865313	59.3563	57.76	55.98	11	0	1
2001	708	0	1.5	1.0104	0	7.875172035	47	C	3750078954	1.7267	-0.091271845	58.655	51.04	47.7	11	0	1
2002	708	0	2.5	-22.2796	0	7.758056112	48	C	2794717810	-5.4113	-0.179330599	71.3442	48.06	44.72	11	0	1
2003	708	0	3.5	-5.4301	0	7.393863837	49	C	3271775158	0.4847	0.323971723	76.3866	38.86	29.45	11	0	1
2004	708	1	4.5	3.2743	0	7.541915752	50	C	4062769929	2.5164	-0.516476349	78.4015	38.86	19.59	10	0	1
1999	710	0	0.3	6.4683	0	8.520600161	47	C	298678966.4	6.0945	0.594152763	26.0396	70.83	70.56	7	0	1
2000	710	0	1.3	0.7646	0	8.520889133	48	C	332388165.4	1.1924	0.943317316	37.7056	70.83	69.96	7	0	1
2001	710	1	2.3	-24.4458	0	8.521298314	49	C	357290577.6	-12.0943	-0.433057312	54.8047	70.83	69.59	7	0	1
2002	710	0	0	-37.9	0	8.520755638	38	C	242096805.7	-14.0337	-0.41508946	55.0294	70.83	69.93	7	0	1
2003	710	0	1	2.8729	0	8.520581246	39	C	258410090.5	4.023	-0.187597474	56.616	70.83	70.64	7	0	1
2004	710	0	2	0.5675	0	8.520582621	40	C	278524895.4	2.3468	-0.548907271	59.5187	70.83	70.64	7	0	1
2005	710	0	3	-13.5104	0	8.520598487	41	C	233847256.9	-3.4782	0.184201934	57.8404	70.83	70.57	7	0	1
2002	711	1	1.4	7.403	0	6.879276686	49	K	397339375.9	6.1805	-0.296206957	22.5714	26.64	10.79	7	0	0
2000	711	0	0.75	13.906	0	6.469564686	46	K	404741544.5	14.4409	0.377752383	12.3206	15.84	1.33	7	0	1
2001	711	1	1.75	8.8759	0	6.42423576	46	K	439723994.6	6.9455	-0.308185565	11.2132	15.85	1.33	7	0	0
1999	712	1	2.5	6.4205	0	8.21668854	51	C	535923483.2	5.3814	1.434550801	32.875	58.76	42.97	6	0.000014969	1
2000	712	0	0	14.6577	0	8.15434049	38	C	576375185.3	12.9671	-0.105559911	28.1937	56.79	41	9	0	1
2001	712	0	1	5.6049	0	7.596652742	39	C	718689885.2	5.9708	-0.254232748	37.5799	29.76	0.76	8	0	0
2002	712	0	2	2.8844	0	7.596138028	40	C	1279761146	3.7753	-0.34568547	64.5975	29.76	0.76	9	0	0
2003	712	0	3	1.8846	0	7.596156515	41	C	1587723271	2.9707	-0.21381957	67.9318	29.76	0.76	9	0	0
2004	712	0	4	1.4942	0	7.596119489	42	C	1677016168	2.9745	-0.460701669	69.642	29.76	0.76	9	0	0
