YEAR	CODE	CHANGE	TENTURE	ROE	MEDIA	S0	AGE	INDUSTRY	ASSET	ROA	RETURN	DEBTRATIO	S1	S12	BOARDSIZE	CEOSTOCK	CONTROL
1999	788	0	3.2	-9.5687	0	7.773120607	54	C	971369258	-3.6002	0.074257992	52.6774	48.57	45.75	11	0	1
2000	788	1	4.2	-22.3352	0	7.77309691	55	C	956092231.8	-8.7178	0.129672173	61.581	48.57	45.76	11	0	1
2002	788	1	1.1	-73.9651	0	7.721462436	37	C	785666905.6	-15.5753	-0.375068145	84.14	47.31	44.62	9	0	0
2000	789	0	1.25	7.7866	0	8.425771259	56	C	861622576.1	7.4233	0.60142394	24.7189	67.55	67.32	8	0	1
2001	789	0	2.25	4.4554	0	8.425938409	56	C	1041280324	4.6706	-0.334868725	29.5804	67.55	66.66	8	0	1
2002	789	0	3.25	2.1822	0	8.426083778	57	C	1159555913	3.1884	-0.255024202	36.0909	67.55	66.31	9	0	1
2003	789	0	4.25	5.6821	0	8.425504478	59	C	1603467053	6.1923	0.353374918	51.0476	67.54	67.07	11	0	1
2004	789	1	5.25	-6.5811	0	8.425446957	59	C	1889593284	-0.6503	-0.612448909	62.3179	67.54	67.41	11	0	1
1999	789	1	3	9.4858	2	8.559438518	47	C	706240177.9	9.4587	0.304402422	38.0932	72.22	72.1	9	0.000039941	1
2004	791	0	0.5	-44.7418	0	8.124018624	38	C	576890479.9	-19.7889	-0.623738255	56.4138	58.09	57.91	9	0	1
2005	791	1	1.5	2.201	0	8.124131818	39	C	521974006.2	2.1544	0.14905776	51.4008	58.09	57.61	8	0	1
1999	791	0	1.4	1.041	0	8.125443367	51	C	442632826.3	0.797	0.714093772	23.5622	58.09	55.92	11	0.000037249	1
2000	791	0	2.4	7.9274	0	8.124065474	52	C	549253835.2	7.1375	0.376976606	33.0357	58.09	57.78	11	0.000037249	1
2001	791	0	3.4	0.0299	1	8.124022951	53	C	625671892.3	1.3517	-0.282477227	42.6334	58.09	57.88	10	0.000037249	1
2002	791	0	4.4	0.3223	1	8.124014831	53	C	609898341.2	2.0721	-0.272522752	40.9597	58.09	57.92	10	0.000037249	1
2003	791	1	5.4	-10.0737	1	8.124023929	54	C	610976531.9	-4.8325	-0.28536939	38.2593	58.09	57.88	10	0.000037249	1
1999	795	0	2.5	9.4887	2	7.777585609	50	C	875710800.7	8.0645	0.449891308	37.8534	44.61	24.7	10	0.000032258	1
2000	795	0	3.5	3.8551	2	7.593833382	51	C	1141306227	4.5933	0.126479086	29.4092	40.84	23.01	11	0.000037572	1
2001	795	1	4.5	1.712	2	7.593801205	52	C	1022952631	2.2933	-0.180744684	24.9189	40.84	23.01	11	0.000037572	1
1999	796	0	4	10.4342	0	5.391657881	54	H	810726663.5	6.6156	0.163954656	45.8155	9.92	1.45	9	0.000093112	1
2000	796	0	5	8.8515	0	5.372885269	55	H	1037805241	7.2591	0.007286876	36.6272	10.04	1.46	9	0.000094269	1
2001	796	0	6	5.0094	0	5.372885269	56	H	966196104.6	5.0155	-0.142518688	27.6937	10.04	1.46	11	0.000094267	1
2002	796	0	7	3.2492	0	5.372885269	57	H	964590263.7	3.8411	-0.366899202	24.7706	10.04	1.46	11	0.000094267	1
2003	796	0	8	1.9788	0	5.373817155	58	H	1054986701	2.5244	-0.139321882	29.962	10.05	1.47	12	0.000094267	1
2004	796	0	9	0.8823	0	5.373817155	59	H	977627494.8	1.5293	-0.316724503	51.1887	10.05	1.47	12	0.000094267	1
2005	796	1	10	-27.9701	0	5.373817155	59	H	921852382.7	-9.8538	-0.116662206	59.9097	10.05	1.47	12	0.000094267	1
1999	797	0	2.9	10.398	2	8.557558519	62	E	2723597594	6.8454	0.343156655	58.4499	72.15	71.61	7	0.000072338	1
2000	797	1	3.9	6.8272	2	8.397114651	63	E	3148654858	5.5915	0.045664634	57.9686	66.59	66.5	7	0.000086789	1
2001	797	0	1	3.5776	0	8.397164241	52	E	3111052701	3.9414	-0.227794389	58.1735	66.59	66.26	7	0	1
2002	797	0	2	2.8869	0	8.397163	53	E	3499005316	4.2666	-0.259060471	60.5978	66.59	66.28	7	0	1
2003	797	0	3	0.4613	0	8.397116071	54	E	3808230218	2.6902	-0.265991425	63.6402	66.59	66.48	7	0	1
2004	797	1	4	-32.9617	0	8.39723622	55	E	3472715775	-7.7278	-0.415615901	70.492	66.59	65.99	7	0	1
2002	799	1	0.75	-12.0644	3	8.336757344	50	C	2278762298	-4.9563	-0.358382878	49.8622	64.61	64.4	11	0.000038607	1
2003	799	0	1.4	-8.8498	3	7.377976697	36	C	1983238760	-3.4836	-0.140030472	48.1992	29.04	3.37	9	0	0
2004	799	1	2.4	0.5966	2	7.377952702	37	C	1992032044	3.3526	-0.444303717	45.5979	29.04	3.37	8	0	0
2001	799	1	1.2	7.8834	3	8.336754852	46	C	2173037590	6.3391	-0.269985404	39.7445	64.61	64.42	9	0	1
1999	799	0	0	13.6983	2	8.336842523	50	C	1704855934	12.8804	0.150290127	23.4012	64.61	64.2	11	0.000054694	1
2000	799	1	1	6.6663	2	8.336747738	51	C	1829064817	5.4644	-0.073066105	27.615	64.61	64.45	9	0	1
1999	800	0	1	11.221	0	8.39317587	60	C	5765952560	9.7927	0.122680079	16.0648	66.45	65.38	11	0	1
2000	800	1	2	5.8786	0	8.392925591	60	C	6740701085	4.1445	0.266779697	27.5321	66.45	66.23	9	5.59E-06	1
2003	801	0	0	4.1313	0	7.436999691	47	C	174810336.9	3.7761	0.2373593	32.8281	29.89	3.08	11	0	1
2004	801	0	1	-25.7845	0	7.437351822	49	C	201375433.4	-13.4945	-0.578329234	51.7368	29.9	3.09	10	0	1
2005	801	0	2	6.481	0	7.437351822	50	C	235413796.4	4.8306	0.170543351	53.074	29.9	3.09	11	0	1
1999	801	0	3	26.8424	0	7.165747848	41	C	253063332.9	21.5632	4.402869708	31.7522	25.81	8.8	11	0	0
2000	801	0	4	6.3576	0	7.121038537	42	C	245650394.8	5.7362	-0.58026389	27.3001	25.81	8.8	11	0	1
2001	801	1	5	-22.5211	0	7.57604147	44	C	211758750.6	-13.9839	-0.304003637	33.1974	39.7	22.69	11	0	1
2002	801	1	1.2	-20.0144	0	7.437033796	40	C	192505183.2	-10.8607	-0.522442398	41.9407	29.81	2.91	10	0	0
1999	802	0	2.2	9.3233	0	8.393419364	46	K	685896116.6	6.9451	0.712554307	44.2067	66.45	65.28	6	0.000111828	1
2000	802	0	3.2	9.0308	0	8.393009742	47	K	953096047.6	5.5946	0.032170548	56.7128	66.45	65.97	6	0.000111828	1
2001	802	0	4.2	0.6389	0	8.393185153	48	K	1133640601	1.3466	-0.23851482	65.7099	66.45	65.76	7	0.000111828	1
2002	802	0	5.2	-19.8488	0	8.392932408	49	K	1202248970	-4.3938	-0.403573037	72.2997	66.45	66.19	9	0.000111828	1
2003	802	0	6.2	-28.311	0	8.392921538	49	K	1142747410	-5.1473	-0.36115507	77.5615	66.45	66.28	9	0.000111828	1
2004	802	1	7.2	1.2012	-1	8.393017713	50	K	609710098.6	2.8803	-0.401474153	59.1349	66.45	66.01	9	0.000111828	1
2005	803	0	0	-38.9865	0	6.994844303	43	C	338742774.7	-12.9246	-0.727453562	64.6042	29.62	16	8	0	0
2003	803	1	1.2	2.1169	0	6.994844303	47	C	305634492.1	3.5574	-0.130565442	42.8759	29.62	16	8	0	0
1999	803	0	2	0.9546	0	7.552696762	47	C	270110267.1	1.2749	1.157237169	48.0429	43.25	38.44	9	0.000096191	1
2000	803	1	3	4.2033	0	7.546645937	48	C	278925682.4	2.4031	0.282443839	47.4537	43.25	38.93	9	0.000096191	1
2001	803	0	0.8	2.228	1	7.548954109	57	C	280935146.1	4.04	-0.203178389	47.2499	43.25	38.45	13	0.000096191	1
2002	803	1	1.8	2.0954	1	7.549004719	58	C	275624940.1	3.9062	-0.059792621	44.5006	43.25	38.44	9	0	1
1999	806	0	3	16.7507	0	5.55442479	37	C	564660026.5	13.0183	3.162151477	45.1729	10.95	3.65	6	0	0
2000	806	0	4	26.0741	0	5.551379655	38	C	882736576.5	14.4117	-0.181535469	56.8436	10.95	3.65	9	0.00040146	0
2001	806	0	5	22.6661	0	5.52952194	39	C	1212935956	11.616	-0.40222912	62.6489	10.95	3.65	8	0.00040146	0
2002	806	0	6	8.7917	0	5.105176694	40	C	2182179892	6.4918	-0.134901307	50.333	8.86	2.96	8	0.000423203	0
2003	806	0	7	7.9912	0.5	5.105176694	41	C	2762521460	6.2927	0.111624234	56.5798	8.86	2.96	8	0.000423203	0
2004	806	0	8	0.5976	1.5	6.265923263	42	C	2932840973	2.1707	-0.435923978	58.8616	21.4	15.5	9	0.000423202	0
2005	806	1	9	0.0763	1.5	6.381511064	43	C	3288951568	2.9728	0.084251043	61.555	22.81	16.73	9	0.000707128	0
2001	807	0	0	20.3914	0	8.613543902	53	C	2321605880	9.7352	-0.077371054	67.395	74.2	74	10	0	1
2002	807	0	1	14.6375	0	8.293174808	55	C	2761535382	8.2926	-0.187962699	52.0349	63.19	62.17	11	0	1
2003	807	0	2	11.6912	0	8.292315037	56	C	3483797034	6.7349	0.128628845	57.2458	63.19	62.96	13	0	1
2004	807	0	3	11.9723	0	8.292506725	56	C	4155906549	6.8905	-0.397186933	59.8909	63.19	62.33	12	0	1
2005	807	0	4	8.5277	0.5	8.293080446	57	C	4606351283	5.6053	2.071122763	63.1578	63.19	62.06	12	0	1
1999	807	0	2	8.6359	0	8.613593595	54	C	2146930912	6.0671	0.469133598	65.4239	74.2	73.63	9	0.000016129	1
2000	807	1	3	13.3868	0	8.613543812	54	C	2287439158	7.3769	0.477318203	68.7271	74.2	73.97	9	0.000016129	1
1999	809	0	0.5	13.1043	0	7.969198857	58	C	413178812.9	8.335	0.585895391	44.1284	51.99	38.44	9	0	1
2000	809	0	1.5	9.9166	0	7.968917867	59	C	509405397.7	6.6158	0.144853553	52.3206	51.99	38.47	9	0	1
2001	809	0	2.5	-31.0761	0	7.969198857	60	C	451256358.8	-11.8121	-0.238483799	62.9768	51.99	38.44	9	0	1
2002	809	1	3.5	-42.5189	0	7.680545595	61	C	386389143.6	-13.2352	-0.427531502	71.68	43.7	30.15	9	0	1
2003	809	0	0	10.0892	0	7.680311613	41	C	188709665.8	4.6264	0.086876785	26.3079	43.7	30.17	9	0	0
2004	809	0	1	9.0657	0	7.680311613	42	C	243730035.7	8.2824	-0.423507841	36.9545	43.7	30.17	9	0	0
2005	809	0	2	6.6095	0	7.680311613	43	C	195020099.8	6.2126	0.002274714	15.8618	43.7	30.17	9	0	0
2001	810	0	0.9	6.8337	0	8.170734088	48	C	418114889.2	4.4369	0.159592297	59.5131	59.45	58.69	6	0	1
2002	810	0	1.9	7.4774	0	7.891227948	49	C	590286370.8	7.1968	-0.534207987	60.0105	51	42.55	9	0	1
2003	810	0	2.9	7.5738	0	7.891227948	50	C	714889158.1	6.1298	-0.144440597	63.9319	51	42.55	9	0	1
2004	810	0	3.9	0.9787	0	7.890846422	51	C	845699479.9	4.6534	-0.568203665	64.3929	50.99	42.54	9	0	1
2005	810	1	4.9	12.4358	0.5	7.890813496	52	C	733695399.5	7.7731	0.568582172	53.5572	50.99	42.54	9	0	1
1999	810	0	2.2	-8.5105	0	8.172187242	42	C	383967208.6	-0.172	0.735939398	63.1678	59.45	57.47	8	0	1
2000	810	1	3.2	27.8181	0	8.170991836	43	C	331382094.9	15.951	0.856551939	48.912	59.45	58.61	8	0	1
1999	811	0	1	13.5616	0	8.161732396	44	C	444507725.5	8.952	0.614447685	55.5687	56.32	38.1	9	0.000063648	1
2000	811	0	2	12.0778	0	8.037187128	45	C	598400625.4	7.1613	0.167986936	54.8444	53.06	36.39	8	0.000075683	1
2001	811	1	3	13.9399	0	8.037898728	46	C	762780334.7	7.5104	-0.079003641	61.3365	53.06	36.39	7	0.000075683	1
1999	813	0	2.5	11.2529	1	7.895154776	76	C	1145723202	8.9779	0.572571294	44.1824	45.52	21.03	11	0	1
2000	813	1	3.5	2.9858	1	7.894787566	77	C	1357317589	4.0829	-0.111394067	52.1045	45.51	21.02	10	0	1
1999	816	0	3	11.7219	1	8.44490835	58	C	1581337224	7.6986	0.433606637	40.2889	68.2	68.01	11	0.000017341	1
2000	816	0	4	7.4081	1	8.275808961	60	C	1929477836	6.2814	0.191591142	33.1551	62.64	60.67	11	0.000020379	1
2001	816	0	5	6.3722	1	8.274821815	61	C	1983759310	5.0207	-0.314267154	32.1013	62.64	62.5	11	0.000020379	1
2002	816	0	6	-10.6985	1	8.275469748	62	C	2110742923	-5.5247	-0.226069554	42.09	62.64	61.05	11	0.000020379	0
2003	816	0	7	-17.5172	1	8.275084381	63	C	1685475797	-8.3946	-0.241102867	42.0304	62.64	61.62	7	0.000020379	0
2004	816	0	8	3.2632	1	8.275448023	64	C	1872238664	3.2024	-0.430039566	46.0542	62.64	61.6	6	0.000020379	0
2005	816	1	9	3.2491	1	8.27510028	65	C	1967069363	3.1622	0.626084623	47.2883	62.64	61.89	7	0.000020379	0
2003	818	0	0	-1.4165	0	8.595390154	48	C	3200869679	1.1179	-0.235749603	62.9896	73.53	73.45	9	0	1
2004	818	0	1	0.7756	0.5	8.59538995	50	C	3224812171	3.6603	-0.364653159	63.074	73.53	73.45	9	0	1
2005	818	0	2	2.6271	0.5	8.595391504	51	C	3329991636	4.8024	0.205166929	64.322	73.53	73.44	8	0	1
1999	818	1	2.5	4.9789	0	8.59540556	56	C	1456622118	4.4913	0.199301274	34.7093	73.53	73.35	9	0.000014706	1
2000	818	1	1.4	2.8625	1	8.595497404	55	C	2535236696	2.4286	0.379330116	61.5046	73.53	72.84	8	0.000012941	1
2001	818	0	1	-1.5468	0	8.595463394	39	C	2837252709	0.5814	-0.27981682	66.2098	73.53	73.02	9	0	1
2002	818	1	2	0.2615	0	8.595436429	40	C	3100082702	1.0443	-0.189768095	63.0095	73.53	73.08	9	0	1
2000	819	0	1.2	13.2916	0	7.726724253	55	C	392316425.8	14.1745	0.037109811	8.2908	38.85	11.33	13	0	0
2001	819	0	2.2	8.1159	0	7.726724253	56	C	540672833.8	7.4367	-0.080640224	29.2461	38.85	11.33	13	0	0
2002	819	0	3.2	5.0164	0	7.413716913	57	C	608693906.7	5.0567	-0.207329116	36.1374	27.95	0.43	11	0	0
2003	819	0	4.2	3.5812	0	7.413716913	58	C	707450747	6.1484	-0.321954905	42.7604	27.95	0.43	13	0	1
2004	819	1	5.2	9.9032	0	7.413716913	59	C	831134461.6	6.6243	-0.032518272	52.008	27.95	0.43	13	0	1
2000	820	0	0.2	5.7548	0	7.959450089	37	C	1116471141	4.7008	0.282736836	55.6242	53.47	51.89	19	8.51E-06	1
2001	820	0	1.2	8.9106	1	7.492097073	38	C	1354597748	6.4131	-0.17753285	60.5169	41.91	37.18	17	8.51E-06	1
2002	820	0	2.2	1.4573	1	6.954565866	39	C	1523977902	2.8908	-0.365698289	64.4602	31.3	26.57	9	8.51E-06	1
2003	820	0	3.2	0.8398	1	6.951791686	40	C	1651906386	2.8565	-0.179078099	67.0609	31.27	26.54	9	0	1
2004	820	1	4.2	-3.2576	1	6.938585118	41	C	1724991419	1.78	-0.552048441	69.4182	31.05	26.32	9	0	1
2005	820	1	1.5	-7.4902	0	6.938585118	43	C	1740854740	0.8453	0.370408289	71.7189	31.05	26.32	11	0	1
1999	820	1	4	10.617	0	7.95943863	53	C	852940500	7.3363	0.464886518	46.2769	53.47	51.89	19	0.000011352	1
1999	823	1	3	10.4896	0	8.447752906	63	C	992912704.2	9.9037	0.530288263	30.5099	68.29	67.38	9	0.00004878	1
2002	825	0	0	8.712	0	8.010598936	40	C	6136328715	8.8999	-0.258455296	40.483	54.7	50.19	9	0	1
2003	825	0	1	16.2688	0	8.006990007	41	C	9065436473	12.6832	0.214126608	50.2511	54.7	52.79	8	0	1
2004	825	0	2	22.3662	0.5	8.004649559	42	C	11065667926	13.8654	-0.125604238	51.6351	54.7	53.7	9	0	1
2005	825	0	3	15.0942	1.5	8.00477036	43	C	11844061668	9.6963	0.29944328	49.9665	54.7	53.7	9	0	1
1999	825	0	1.8	14.6079	1	8.199102384	59	C	4003730361	9.7475	0.841285118	45.4385	60.19	57.64	9	0.000048572	1
2000	825	0	2.8	13.9843	1	8.195054572	60	C	4742896817	9.5469	0.036104321	49.4061	60.19	59.98	9	0.000013938	1
2001	825	1	3.8	11.1445	1	8.008448568	61	C	5702723226	7.9021	-0.047841541	40.8509	54.7	52.26	9	0.00001812	1
2000	826	0	1	-8.7601	0	7.609730825	47	C	751915698.2	-3.9525	1.242253544	43.0446	39.4	18.19	7	0.000014326	1
2001	826	0	2	-17.8207	0	7.609049631	49	C	547555300.7	-8.9537	-0.354562692	45.4214	39.4	18.19	7	8.42E-06	1
2002	826	1	3	-43.3541	0	7.608582989	50	C	365124177.4	-20.2898	-0.314418432	46.6012	39.4	18.19	7	8.42E-06	1
1999	826	1	3.7	10.669	0	7.61382979	58	C	805968273.6	8.9246	0.189571551	35.9254	39.4	17.94	6	0.000014326	1
2003	826	0	0	12.4554	0	7.608601248	39	C	376618510.3	9.2416	-0.130240944	32.2489	39.4	18.19	7	0	1
2004	826	0	1	10.2311	0	8.212122435	40	C	405001772	8.574	-0.624773101	29.0523	60.6	57.02	7	0	0
2005	826	0	2	9.9685	0	8.215541192	41	C	561973975.8	6.8385	1.012094073	42.7604	60.6	57.02	7	0	0
1999	828	0	3	18.237	3	8.094296421	56	F	4200572198	15.4104	2.81064293	33.7019	51.43	26.43	9	8.86E-06	1
2000	828	0	4	6.5728	3	8.093673099	57	F	4520534488	5.0989	-0.209568462	36.2679	51.43	26.43	9	0.000027201	1
2001	828	0	5	-17.704	3	8.093673099	58	F	3456267051	-10.1949	-0.105092068	38.996	51.43	26.43	9	0.000027201	1
2002	828	0	6	2.8498	3	8.093820078	59	F	2985681276	2.7962	-0.266099867	27.5965	51.43	26.43	9	0.000027201	1
2003	828	1	7	4.9629	3	8.095152077	60	F	2787262340	4.2655	-0.147886922	18.4728	51.43	26.43	9	0.000027201	1
2004	828	0	1.3	9.121	0	8.095584128	55	F	2871268658	9.0156	-0.270960939	13.2946	51.43	26.43	7	0	1
2005	828	1	2.3	8.9112	0	7.833414826	56	F	3556467789	8.5872	-0.108027299	28.5556	41.54	13.53	7	0	1
2002	829	0	0	0.8767	0	7.090580959	51	H	345084881.8	3.2466	-0.311378961	19.6527	29.5	16.84	9	0	1
2003	829	0	1	17.0684	0	7.090590204	52	H	1664987327	10.0443	-0.10612902	76.7986	29.5	16.84	9	0	1
2004	829	0	2	17.8703	0	7.090590204	53	H	3183301647	7.9026	-0.291037412	84.2893	29.5	16.84	9	0	1
2005	829	0	3	16.2925	0	7.091076586	54	H	3273717882	5.9021	0.817590197	81.0341	29.5	16.84	9	0	1
2001	829	1	1.2	0.2571	0	7.045952607	54	H	440878701.7	2.1466	0.347450389	26.6597	29.54	16.88	11	0.000066178	1
2001	830	0	0.5	6.551	0	8.49387093	48	C	1903477611	5.7438	-0.200917839	52.2992	69.89	69.61	8	0.00001806	1
2002	830	0	1.5	7.5394	0	8.494292583	49	C	2083326679	7.2292	-0.121627211	52.9796	69.89	68.45	5	0.00001806	1
2003	830	1	2.5	7.5504	0	8.40938183	50	C	3053661449	7.2019	-0.092853497	62.5105	66.96	65.13	8	0.000017303	1
1999	830	0	2	14.1071	0	8.635735672	56	C	1433737008	10.4795	0.345017408	52.5392	75	73.14	8	0.000015	1
2000	830	1	3	6.9819	0	8.493872076	57	C	1872243757	5.6598	0.005619441	51.3814	69.89	69.61	8	0.00001806	1
1999	831	0	2.5	11.2628	0	8.008296706	55	C	964533058.1	9.1845	0.555773099	38.772	54.35	48.58	9	0.000023209	1
2000	831	0	3.5	8.9771	0	7.846568739	56	C	1639100499	6.1607	0.675803772	50.3686	50.15	45.03	9	0.000026806	1
2001	831	0	4.5	11.6998	0	7.846320444	57	C	1785578461	7.5828	-0.164491916	50.8157	50.15	45.03	9	0.000032041	1
2002	831	0	5.5	11.7712	0	7.846152531	58	C	2256705240	7.6089	-0.170545684	57.2719	50.15	45.03	10	0.000032041	1
2003	831	0	6.5	10.3389	0	7.846152531	59	C	3484388323	6.6337	-0.008186702	71.4152	50.15	45.03	9	0.000032041	1
2004	831	0	7.5	6.3242	0.5	7.846267749	60	C	4459155689	4.0081	-0.498347901	76.1019	50.15	45.03	9	0.000032041	1
2005	831	1	8.5	1.6012	0.5	7.848831575	61	C	4499891540	2.2296	1.091210825	76.3438	50.15	45.03	9	0.000032041	1
2004	833	0	0	6.5023	0	7.370876214	41	C	1459786730	4.7546	-0.459477244	58.3251	39.57	35.56	7	0	0
2005	833	0	1	6.555	0	7.370876214	42	C	1470412341	5.2028	2.057778911	57.599	39.57	35.56	6	0	0
1999	833	0	3	0.4669	1	7.36436264	47	C	1069716191	1.4817	0.442739841	46.3801	39.57	37.53	9	0.000079149	1
2000	833	0	4	6.368	1	7.36436264	48	C	1171805708	7.0127	0.262636858	47.0489	39.57	37.53	9	0.000079149	1
2001	833	0	5	6.7621	1	7.370876214	49	C	1277244195	4.8512	-0.164881041	52.2309	39.57	35.56	11	0.000079149	1
2002	833	1	6	1.2723	1	7.383888832	50	C	1306950072	3.0599	-0.073104782	52.7189	39.57	34.92	7	0.000079149	1
2003	833	1	0.5	-6.9245	0	7.381941088	59	C	1399704475	-0.952	-0.286144896	59.2733	39.57	35.27	7	0.000118723	1
1999	835	1	1	11.0116	0	7.094769724	46	C	264605556.4	9.7963	-0.137694628	39.4399	18.75	1.77	7	0	1
2000	835	0	0.5	10.5985	0	7.094769724	33	C	368185103.7	9.2171	0.020784514	52.5991	18.75	1.77	7	0	1
2001	835	1	1.5	12.3973	1	7.09530158	34	C	391722915.1	9.018	-0.265874946	52.5951	18.75	1.77	7	0	1
2003	835	1	0.8	3.2245	0	7.09530158	40	C	380038629.2	1.9269	-0.172866443	48.2594	18.75	1.77	6	0	0
2004	835	0	0	9.9959	0	7.27356861	45	C	384048713.6	6.9305	-0.299738754	37.7169	28.75	12.71	9	0	0
2005	835	0	1	8.8745	0	7.273346103	47	C	594207125.6	7.2282	0.084169284	44.4992	28.75	12.715	9	0	0
2002	835	1	1	-4.1404	1	7.09530158	41	C	471374476.1	0.2821	-0.19171918	54.6882	18.75	1.77	8	0	0
1999	837	0	2	10.819	0	7.631183477	52	C	522947592.1	10.3418	0.404679852	31.0911	45.31	43.16	11	0	1
2000	837	1	3	10.9222	0	7.630482766	53	C	607586980.3	10.4343	0.423382733	35.2328	45.31	43.16	11	0	1
2000	838	1	5.5	-69.2226	0	7.324175889	39	E	229782170.1	-9.8478	0.231038499	88.3305	37.77	31.78	7	0	1
1999	838	1	1.9	-10.0954	0	7.320824734	46	E	239127407.3	-0.6352	0.372525111	71.3328	37.77	31.78	9	0	1
2001	838	1	1.1	5.4529	1	7.32351	47	E	207686891.4	4.4926	-0.167122761	83.393	37.77	31.78	7	0	1
2000	851	0	0	-4.78	0	7.135589492	41	C	537359361.9	-2.3982	0.43874609	26.0125	30.95	15.68	11	0.000046243	1
2001	851	0	0.2	-16.5309	0	7.135589492	42	C	483278103.7	-10.7966	-0.385471576	30.4609	30.95	15.68	11	0	1
2002	851	1	1.2	-34.1798	0	7.106363649	43	C	288523768.9	-22.1899	-0.121424466	33.8909	30.36	15.09	13	0	1
2003	851	0	0	11.4063	0	7.084378129	31	C	357397420.7	9.0052	-0.010216411	32.0372	29.92	14.65	12	0	1
2004	851	0	1	7.0048	0	7.084378129	32	C	526678361.5	5.7223	-0.052966302	46.9486	29.92	14.65	13	0	1
2005	851	0	2	4.4824	0	6.790644555	33	C	645158568.6	4.8675	-0.130324515	53.5558	23.49	8.22	13	0	1
1999	851	1	1.7	0.9106	0	7.135589492	47	C	567568867.5	0.8923	0.620945856	35.2674	30.95	15.68	11	0.000057803	1
2001	852	0	1.8	13.807	0	8.635092398	55	C	1009155742	10.71	-0.111815426	38.0357	75	74.3	11	0	1
2002	852	0	2.8	11.0174	0	8.639159306	56	C	930706968.1	8.4956	-0.254814301	28.3278	75	70.19	11	0	1
2003	852	0	3.8	9.6308	0	8.63514855	57	C	1010448155	7.8424	-0.124495887	27.9151	75	74.21	12	0	1
2004	852	1	4.8	10.8226	0	8.635048847	57	C	1250146089	8.6342	-0.2791442	37.6633	75	74.44	12	0	1
1999	852	0	1.5	11.0988	0	8.635023764	50	C	826898061.8	7.1774	0.181035704	36.7797	75	74.63	11	0.00003	1
2000	852	1	2.5	13.571	0	8.635096487	50	C	874545356.7	10.4895	0.462921772	31.8403	75	74.25	11	0	1
1999	856	0	2.5	11.9101	1	8.4609847	39	C	775465747.2	9.3533	0.412754526	44.1039	68.75	68.52	9	0	1
2000	856	0	3.5	7.199	1	8.282054207	40	C	1039034086	5.551	0.248336356	45.6738	62.86	61.95	9	0	1
2001	856	0	4.5	-4.7137	1	8.281833881	42	C	1080492945	-1.6233	-0.303434426	50.1977	62.86	62.71	6	0	1
2002	856	0	5.5	0.4063	1	8.281837322	43	C	1101384039	1.5941	-0.320264685	51.1262	62.86	62.67	7	0	1
2003	856	1	6.5	-6.1795	1	7.065819662	44	C	1058025037	-1.8442	-0.204869505	56.6819	26.89	13.12	9	0	1
1999	860	0	2	9.9084	2	8.6350796	52	A	1026744915	6.6792	0.231066849	13.6398	75	74.29	7	0.000035714	1
2000	860	1	3	9.1842	2	8.63498924	53	A	1019816080	7.7203	0.223729361	16.013	75	74.79	9	0.000032879	1
2000	861	0	1.4	2.8567	0	6.57442235	55	C	476560907.8	4.4544	0.236713664	48.8008	26.33	21.77	5	0.00056964	1
2001	861	0	2.4	3.5734	0	6.574043788	56	C	465142414	3.3718	-0.189118836	51.1382	26.33	21.77	5	0.00056964	1
2002	861	1	3.4	-11.8658	0	6.572930724	57	C	430290382	-1.2788	-0.340554105	53.0337	26.33	21.77	5	0.00056964	1
1999	861	1	3	11.1182	0	6.766368773	64	C	297144911.4	7.5823	0.749375532	49.5891	28.96	23.76	7	0.0005	1
2003	861	0	0	3.1579	0	6.572822117	41	C	435147323.2	5.7646	-0.107793273	51.6444	26.33	21.77	7	0	0
2004	861	0	1	6.7252	0.5	6.572822117	42	C	444118617.7	7.3959	-0.451207494	49.1258	26.33	21.77	7	0	0
2005	861	0	2	6.3171	0.5	6.572822117	43	C	437292203	7.5358	0.426550027	44.696	26.33	21.77	7	0	0
2004	862	0	0.5	-111.5839	0	7.480523902	38	C	977188810.2	-35.1579	-0.688371708	85.4288	41.88	37.55	11	0.000053586	1
2005	862	1	1.5	1.9147	0	7.480417139	39	C	879078876.9	3.7487	1.018191824	82.4485	41.88	37.55	9	0	1
1999	862	0	2	10.9946	3	7.727917857	54	C	605517332.3	10.7402	0.658889443	28.2685	47.39	42.41	11	0.000051343	1
2000	862	0	3	8.653	3	7.480360001	55	C	963630364.7	8.5607	0.058118522	23.6178	41.88	37.56	11	0.000058052	1
2001	862	0	4	6.3078	3	7.480631218	56	C	1194928997	6.2199	-0.273996102	37.9854	41.88	37.55	11	0.000058052	1
2002	862	0	5	1.2576	3	7.480513018	57	C	1390260938	2.8035	-0.309969904	45.0584	41.88	37.55	11	0.000058052	1
2003	862	1	6	-29.0825	-1	7.480520011	58	C	1257118345	-12.6714	-0.247570173	54.4084	41.88	37.55	11	0.000058052	1
2005	868	0	0	2.393	1	7.294988118	43	C	1281097179	0.8534	0.299114474	49.4227	28.12	2.12	11	0	1
1999	868	0	3	4.2074	1	7.984181057	58	C	1144187644	4.0457	-0.005645674	40.8222	54.12	52.15	15	0.000042059	1
2000	868	1	4	1.7899	1	7.982578095	59	C	1106742699	2.2782	0.3555	38.785	54.12	53.66	15	0.000042059	1
2001	868	0	0.25	1.534	0	7.982564612	46	C	1014239296	2.5326	-0.207451308	35.143	54.12	53.59	15	0	1
